92	39	91	191	62	8	176	37	21	137	196	466	151	67	3	23	192	200
73	37	53	111	54	6	126	55	18	128	135	227	147	82	1	15	176	184
101	53	103	203	63	9	195	34	22	162	210	571	210	68	5	5	191	198
91	39	83	170	60	8	172	38	21	134	197	445	152	72	0	10	188	194
86	40	62	140	62	7	150	45	19	133	165	330	173	82	2	3	180	185
79	40	80	133	55	7	147	47	19	135	172	311	144	76	8	30	181	193
80	37	57	116	55	6	125	54	18	125	142	229	132	81	8	5	178	184
104	55	107	222	68	11	218	31	24	173	232	703	229	71	3	10	188	199
94	38	84	158	55	9	169	39	20	130	196	430	155	69	9	15	190	195
104	52	100	191	59	9	197	33	23	158	218	583	234	70	10	10	191	198
97	50	108	211	65	10	214	31	24	156	232	683	218	72	7	29	188	197
89	42	80	151	62	6	144	46	19	139	166	308	170	74	17	13	185	189
95	46	105	219	68	9	201	33	23	148	223	602	201	69	5	38	191	202
108	53	103	202	64	10	220	30	25	168	224	711	214	73	11	10	188	199
99	46	105	209	64	11	197	34	23	152	212	575	159	65	0	33	194	205
85	39	77	151	59	8	150	45	19	134	176	331	133	73	0	16	184	193
77	38	75	144	59	6	147	46	19	132	167	315	136	80	16	20	181	187
88	35	50	121	58	5	114	59	17	122	132	192	138	74	21	4	182	187
100	45	100	209	65	8	201	32	23	147	231	611	189	72	5	5	189	195
109	53	109	221	69	12	221	31	25	169	226	712	212	72	13	28	188	201
89	37	54	119	53	5	134	50	18	127	151	266	146	79	16	14	184	185
90	36	57	130	57	6	121	56	17	127	137	216	132	68	22	23	190	195
100	46	104	184	60	9	197	34	23	147	222	578	198	73	13	13	189	197
86	36	77	165	60	7	150	45	19	128	174	331	131	66	0	32	196	203
97	42	101	186	59	9	186	36	22	138	208	511	168	67	7	41	194	206
102	54	100	163	53	10	213	31	24	173	219	669	201	76	12	27	187	195
88	37	63	130	58	5	125	54	18	130	141	230	145	74	14	20	184	188
90	37	80	171	58	9	157	42	20	132	172	373	115	60	3	18	201	209
106	49	107	194	57	11	214	31	24	161	224	670	172	67	0	39	192	206
95	45	80	186	62	7	164	40	20	145	188	406	178	65	11	18	199	204
103	54	107	218	64	12	222	30	25	174	221	728	199	67	0	18	189	200
90	43	72	172	59	8	154	42	19	144	174	360	158	61	15	9	203	209
104	50	96	211	65	10	187	35	22	156	207	527	195	65	3	7	195	206
93	35	72	172	62	7	149	44	19	124	169	334	125	62	5	30	203	210
106	49	106	211	64	9	208	32	24	158	224	645	184	68	1	24	190	202
85	36	78	149	55	7	147	45	19	128	168	321	134	64	10	24	197	203
87	39	74	152	58	6	151	44	19	136	174	337	140	70	1	33	187	196
91	45	75	154	57	6	150	44	19	146	170	335	180	66	16	2	193	198
82	38	53	125	59	5	133	51	18	128	152	259	146	87	0	0	177	183
107	52	101	218	64	11	202	33	23	164	219	610	192	65	17	2	197	206
98	39	81	191	64	9	166	40	20	138	184	415	131	62	8	19	197	205
85	40	72	139	59	5	132	50	18	135	159	260	150	68	3	9	191	195
98	54	104	186	59	10	213	32	24	172	223	665	217	73	1	26	186	195
103	54	91	179	57	11	220	31	25	170	220	707	198	72	1	32	186	198
92	36	78	165	57	8	153	43	19	128	169	349	124	60	4	19	203	211
110	51	104	191	57	12	213	31	24	162	226	674	190	68	18	2	191	199
108	51	103	197	60	11	211	31	24	160	222	661	187	67	7	3	190	200
84	39	90	180	60	7	177	37	21	131	209	469	145	71	4	38	190	198
102	54	106	221	68	11	207	32	24	164	228	638	238	71	0	26	189	200
78	36	60	116	56	6	123	55	17	124	141	221	121	78	3	16	178	185
84	35	53	122	57	4	116	59	17	123	135	196	128	76	10	27	183	190
103	46	106	209	66	10	203	33	23	149	217	612	210	70	9	10	191	199
98	45	76	166	60	7	157	42	20	148	184	371	186	69	13	10	190	196
101	51	105	212	68	10	209	32	24	162	222	653	224	73	5	23	186	195
90	36	78	179	64	8	157	42	19	126	182	367	142	66	1	20	192	198
97	48	94	198	63	9	181	36	21	155	200	494	189	64	20	11	199	203
93	43	76	149	57	7	149	44	19	143	172	335	176	69	14	0	189	194
92	37	86	167	60	7	158	42	20	131	181	373	144	68	9	21	190	196
107	56	104	231	71	11	219	31	25	172	226	705	217	71	19	11	189	196
90	36	74	171	60	8	157	42	19	128	177	367	123	61	6	21	197	204
111	54	103	171	50	11	221	30	25	172	227	727	201	69	15	6	190	198
103	55	100	194	62	11	212	31	24	175	217	666	219	73	10	14	187	194
92	46	79	176	64	8	162	41	20	149	183	396	178	67	2	10	191	198
101	56	100	168	55	11	214	31	24	175	219	681	224	74	2	3	185	192
94	39	89	194	62	9	172	38	21	135	191	444	121	63	4	23	201	209
89	36	72	141	56	7	138	48	18	126	163	286	130	72	1	1	187	192
90	39	86	169	62	7	162	41	20	131	194	388	147	74	1	22	185	191
84	44	77	150	59	5	152	44	19	143	175	344	177	77	8	2	183	187
104	57	103	216	69	11	219	30	25	176	228	708	219	73	4	3	186	196
99	55	101	206	62	13	222	30	25	180	225	722	213	71	2	3	186	196
86	41	66	133	56	6	136	49	18	136	155	274	162	74	5	14	183	189
107	54	98	210	66	11	218	31	24	169	221	704	216	71	14	0	188	197
105	54	106	215	68	10	208	32	24	166	217	640	218	69	14	23	189	199
86	41	64	148	61	5	150	45	19	138	165	333	173	80	5	8	182	185
85	33	40	115	57	3	112	61	17	119	130	184	127	86	12	21	181	183
100	52	104	189	59	10	208	32	24	163	220	642	197	70	1	22	187	198
100	55	101	189	57	10	222	30	25	177	225	731	211	71	7	17	188	197
89	36	77	172	62	8	157	42	19	125	174	367	126	63	5	22	198	205
93	45	73	164	59	7	159	42	20	146	182	379	188	65	11	15	195	201
101	55	108	228	69	12	215	31	24	168	229	684	214	71	2	16	188	199
91	39	83	176	59	7	169	39	20	132	190	426	142	67	0	24	192	199
103	55	103	211	65	11	212	31	24	165	229	673	249	72	5	16	188	196
85	34	53	127	58	6	116	58	17	121	137	197	127	70	3	20	185	189
104	58	103	230	69	11	219	30	25	176	231	716	246	71	7	4	187	196
112	50	110	186	56	11	214	31	24	159	232	676	203	71	18	27	191	202
91	36	77	157	56	7	155	42	19	126	177	361	123	65	8	15	195	201
92	43	69	158	56	7	149	44	19	143	170	333	168	63	14	18	198	203
99	48	104	196	63	10	201	33	23	152	221	604	199	73	8	4	188	197
98	58	101	208	65	12	226	30	25	182	225	748	216	71	6	1	185	196
83	37	54	118	55	4	129	52	18	127	146	245	140	81	4	13	180	184
91	39	88	189	63	9	175	38	21	132	197	457	156	69	0	23	191	198
103	49	100	194	60	10	185	35	22	160	202	518	178	62	13	8	198	208
100	46	81	187	61	9	166	40	20	154	189	415	175	63	13	9	198	207
93	47	88	200	66	7	173	38	21	151	197	452	205	66	0	3	195	202
86	41	66	129	55	7	135	50	18	136	154	266	165	74	3	4	180	187
109	54	109	225	68	11	214	31	24	169	226	675	212	68	11	32	189	202
100	44	93	193	62	8	186	35	22	147	202	521	151	66	0	2	193	198
116	53	110	231	67	12	217	31	24	165	231	692	222	67	16	28	192	206
89	48	85	189	64	8	169	39	20	153	188	427	190	64	16	5	195	201
96	47	103	215	69	10	200	33	23	147	220	598	200	73	6	6	187	194
88	37	57	132	62	6	135	50	18	125	151	265	144	83	16	16	180	184
82	37	66	126	54	7	132	52	18	127	148	252	142	72	17	7	183	187
91	40	98	192	64	9	177	38	21	135	194	465	165	66	9	35	195	205
106	53	98	193	60	10	215	31	24	169	224	681	218	73	8	21	188	197
93	43	78	166	59	7	151	44	19	141	182	342	174	68	15	2	193	197
106	48	107	202	61	10	207	32	24	153	227	635	200	70	5	28	190	203
107	52	103	186	57	11	214	31	24	162	217	676	189	66	6	5	189	198
109	51	100	197	59	10	192	34	22	161	210	553	195	64	14	3	196	202
109	48	107	215	62	10	205	32	23	158	222	624	168	65	9	32	195	206
90	50	90	188	61	10	181	36	21	158	211	492	220	69	6	19	191	199
96	52	104	222	67	9	198	33	23	163	217	589	226	67	12	20	192	201
95	45	105	208	64	10	187	36	22	150	202	520	158	64	7	32	198	211
105	54	100	220	69	10	221	30	25	170	232	718	202	73	0	13	187	199
98	51	96	203	66	10	188	35	22	157	207	533	231	68	10	1	191	199
94	38	88	179	60	7	170	39	21	131	188	435	144	66	2	28	195	204
106	49	96	201	61	10	181	36	21	158	197	494	180	62	19	15	202	209
89	44	82	136	54	6	149	45	19	144	170	332	168	68	10	14	188	193
89	38	80	169	59	7	161	41	20	131	186	389	137	68	5	15	192	197
104	52	96	188	59	9	188	35	22	161	206	530	205	67	11	8	193	200
99	57	109	220	66	11	221	30	25	176	234	725	236	70	10	25	188	200
109	54	103	205	63	11	222	30	25	175	229	720	213	71	6	14	187	200
86	40	75	146	62	6	140	48	18	135	158	290	162	72	3	21	183	190
83	37	54	131	61	4	135	50	18	127	152	271	141	85	3	6	180	183
102	54	101	190	58	10	222	30	25	171	224	728	203	71	13	6	189	198
99	55	101	219	68	10	224	30	25	178	228	737	213	74	11	20	187	196
117	52	110	228	65	12	212	31	24	163	228	668	220	66	21	25	194	205
88	44	77	167	59	6	151	44	19	145	175	343	177	64	9	12	202	208
89	40	69	147	58	6	132	50	18	137	155	260	151	61	16	6	203	209
97	46	101	210	66	8	192	35	22	151	208	546	169	66	1	32	191	200
88	38	58	137	60	5	148	46	19	131	163	319	157	86	12	0	180	183
98	50	90	192	63	9	177	37	21	155	195	472	197	65	10	1	193	201
93	42	88	188	62	10	183	36	21	141	208	504	168	70	3	12	189	197
109	49	109	193	59	10	207	32	24	156	225	635	213	70	13	31	191	202
87	45	82	164	60	8	156	42	19	144	181	366	174	70	2	2	190	196
100	49	96	206	63	9	186	35	22	156	202	519	176	62	3	5	197	205
108	52	109	182	55	12	216	31	24	171	229	687	214	72	10	28	189	201
101	46	105	195	61	10	198	34	23	150	213	578	195	66	7	38	192	205
95	47	81	176	59	7	168	39	20	152	196	425	185	67	4	4	191	198
87	45	77	153	59	7	154	44	19	145	181	350	172	75	15	14	184	189
108	54	105	203	62	11	202	33	23	164	216	608	235	68	12	3	190	200
82	37	59	134	63	7	135	51	18	128	151	264	143	82	11	24	179	185
89	47	81	156	57	8	161	41	20	149	187	388	197	72	9	15	187	193
104	51	108	193	59	11	217	31	24	163	232	694	203	72	15	22	190	201
87	37	60	132	57	6	128	52	18	129	154	243	132	71	1	14	186	192
82	36	54	117	53	7	125	54	18	126	146	229	128	78	1	5	180	184
105	56	98	209	64	11	217	31	24	173	225	696	216	72	2	19	188	199
80	39	60	122	56	6	139	49	18	131	151	281	142	80	0	5	179	186
100	51	109	224	67	9	217	30	24	162	238	704	206	72	6	18	189	199
88	44	71	145	56	8	142	48	19	143	159	296	174	68	7	18	188	197
99	43	89	195	63	8	186	35	22	144	210	521	166	68	6	13	191	199
100	57	107	207	63	11	227	30	25	180	234	756	205	72	6	19	186	198
90	49	83	187	63	7	176	37	21	154	205	467	222	70	1	2	189	195
97	37	76	169	60	8	161	41	20	131	189	391	136	72	0	0	188	192
107	53	108	213	64	12	206	32	23	163	216	627	202	65	21	22	194	205
85	37	80	158	59	8	153	44	19	126	179	348	136	69	6	21	191	197
101	52	105	162	53	10	212	31	24	163	226	669	204	74	12	11	186	194
103	48	101	204	62	12	200	33	23	158	215	595	164	66	8	22	192	202
80	38	64	130	59	8	134	51	18	126	152	259	135	76	1	23	179	188
91	38	75	136	53	6	144	47	19	131	165	305	149	69	1	7	186	191
86	38	86	175	60	9	170	39	21	134	191	433	138	68	1	28	191	199
89	45	77	188	64	9	161	41	20	151	190	390	174	66	4	2	194	201
78	36	51	116	56	4	120	57	17	124	135	209	135	84	1	12	177	184
88	36	78	160	62	6	140	48	18	123	161	287	129	66	4	35	194	202
101	53	108	184	54	12	216	31	24	172	220	685	187	68	4	24	190	201
93	34	72	144	56	6	133	50	18	123	158	263	125	63	5	20	200	206
98	48	101	195	61	11	207	31	23	152	227	650	193	71	5	7	189	196
90	34	66	158	59	7	140	47	18	124	165	298	117	61	1	3	201	207
91	41	93	197	65	9	183	36	21	137	202	504	153	66	11	24	193	200
89	36	69	142	57	7	135	50	18	126	154	266	128	66	3	36	193	203
106	53	98	203	63	11	220	30	25	167	228	710	214	71	10	24	188	197
86	38	89	176	59	9	169	39	20	132	190	428	148	67	7	33	193	202
112	50	104	197	58	11	208	32	24	159	223	639	186	67	15	22	191	202
104	53	108	206	61	11	217	31	24	168	226	694	209	67	0	9	188	201
84	38	83	141	54	7	149	45	19	132	177	327	149	74	6	29	185	191
104	51	105	168	54	10	208	32	24	162	220	641	221	72	9	20	187	197
84	40	71	131	55	7	150	45	19	134	167	330	165	80	12	1	180	186
91	49	86	195	63	8	177	37	21	156	203	473	201	67	7	5	192	198
98	47	109	202	59	11	199	34	23	154	207	586	165	61	1	33	194	208
101	51	98	194	60	10	195	34	22	161	219	572	219	67	0	10	192	201
99	50	88	204	64	10	185	35	22	159	209	517	193	66	12	11	194	201
101	52	101	197	62	9	188	35	22	162	208	527	203	67	14	15	193	202
95	57	104	228	74	10	212	31	24	175	224	670	223	74	0	4	186	193
94	37	74	169	59	7	162	41	20	133	178	394	130	63	6	6	198	204
92	38	74	178	62	9	161	41	20	135	181	388	132	63	7	29	197	206
106	52	101	213	64	11	201	33	23	158	214	607	204	65	2	4	192	204
103	57	105	221	69	11	218	30	24	173	226	706	250	73	10	2	187	195
98	42	90	192	61	9	178	37	21	144	189	480	138	61	3	8	199	208
106	52	107	211	62	8	200	33	23	161	218	602	200	67	9	17	194	201
97	47	81	183	64	8	168	39	20	150	193	426	182	70	11	2	192	198
85	40	66	121	52	4	152	44	19	133	170	340	163	87	13	3	180	183
96	54	104	175	58	10	215	31	24	175	221	682	222	75	13	23	186	194
105	51	108	201	62	11	220	30	25	163	232	711	202	72	12	16	189	200
104	55	109	230	67	12	218	30	24	174	230	706	226	67	8	22	191	202
107	56	105	202	61	11	221	30	25	179	234	725	212	72	15	1	189	196
82	40	73	141	57	8	153	44	19	133	173	342	153	75	11	9	181	187
97	55	104	219	71	9	211	32	24	171	222	658	223	74	1	24	186	196
101	55	101	183	57	13	225	30	25	177	225	741	204	71	5	10	186	198
104	55	100	201	66	10	214	31	24	173	224	680	221	74	1	1	185	194
104	54	91	209	67	11	218	31	24	170	223	697	196	74	4	21	187	196
94	46	79	181	62	8	167	40	20	148	190	418	193	67	12	15	191	198
104	57	103	222	72	12	221	30	25	177	223	718	218	72	11	12	186	195
93	45	81	177	64	7	160	41	20	147	180	383	188	70	11	11	192	199
82	39	86	140	54	7	153	45	19	134	174	338	139	71	11	18	183	189
102	51	108	193	57	10	212	31	24	162	219	663	184	66	7	21	191	201
108	54	109	189	57	11	220	31	25	174	229	709	214	70	12	23	189	201
97	45	76	175	60	9	157	42	20	149	180	370	169	63	16	12	198	206
102	54	98	177	56	10	219	31	25	171	219	706	223	72	5	17	186	196
106	55	98	224	68	11	215	31	24	170	222	679	214	68	2	29	189	201
102	54	98	167	53	10	217	31	24	174	228	692	223	72	0	31	187	198
101	56	100	204	62	12	227	30	25	178	231	757	204	73	0	11	186	197
105	54	96	185	57	10	219	30	25	170	231	706	217	75	5	12	187	195
86	36	66	128	57	8	131	52	18	127	148	252	139	76	5	27	183	187
91	39	72	133	55	7	146	46	19	132	170	314	149	77	9	18	184	189
97	46	94	209	67	10	195	34	22	147	224	573	194	70	0	14	188	197
115	53	100	205	64	11	220	30	25	166	229	710	214	71	21	11	189	199
101	51	112	201	59	11	214	32	24	162	223	667	194	65	0	36	190	206
93	35	78	162	60	8	150	45	19	125	172	331	137	67	2	33	191	198
101	55	105	182	59	10	215	31	24	177	221	678	223	74	12	26	186	195
88	38	77	156	56	7	163	41	20	129	184	395	140	67	1	9	192	198
103	54	107	189	56	11	223	30	25	174	225	729	200	70	0	29	187	201
95	37	71	171	61	9	157	43	20	134	178	365	125	63	5	40	196	208
76	38	58	125	58	5	133	51	18	127	152	259	145	87	0	21	177	184
92	42	75	172	60	8	147	45	19	142	174	322	160	62	22	10	206	211
107	54	108	228	68	12	218	31	25	170	223	700	224	67	13	25	190	204
85	40	75	137	56	7	152	44	19	134	173	339	160	76	7	16	182	187
89	40	89	174	58	8	177	37	21	133	202	471	155	70	7	18	189	196
89	36	69	162	63	6	140	48	18	131	164	291	126	66	1	38	193	204
105	52	107	207	60	11	218	31	24	167	221	701	197	66	0	20	191	203
92	45	76	162	57	7	159	41	20	147	184	381	177	69	8	10	190	195
97	44	95	202	66	9	188	35	22	144	216	526	175	72	15	11	190	197
109	49	103	186	57	11	206	32	23	156	212	630	186	65	12	21	192	201
88	48	90	178	60	8	175	38	21	152	200	460	198	68	13	16	192	199
104	49	105	209	61	11	207	32	24	157	217	637	168	64	0	19	193	207
102	55	101	213	67	12	222	30	25	177	226	719	213	71	2	21	187	199
101	49	103	212	67	10	201	33	23	156	215	601	174	69	4	11	189	196
93	39	86	180	59	9	167	39	20	134	186	418	129	63	6	17	197	204
96	37	74	187	68	8	159	42	20	134	183	378	134	69	3	16	190	197
107	51	103	182	56	11	213	31	24	162	226	673	217	72	2	4	188	198
79	39	72	127	53	9	142	48	19	135	165	295	144	77	7	21	181	189
90	39	89	181	62	8	175	38	21	132	200	458	154	70	11	15	189	195
113	48	98	208	62	9	203	33	23	151	216	613	183	64	17	29	193	204
87	49	86	190	64	9	177	37	21	153	197	471	209	67	11	7	192	199
86	40	66	138	59	4	137	49	18	133	162	279	151	74	6	14	186	190
101	56	101	231	72	10	217	31	24	171	232	698	216	72	2	6	187	197
105	55	96	181	56	9	219	30	25	175	231	713	216	74	4	5	187	194
88	39	88	194	69	8	168	40	20	133	199	416	151	74	3	22	186	192
113	53	93	197	62	11	216	31	24	165	221	688	196	72	6	25	188	199
89	42	75	140	55	6	145	46	19	139	170	312	166	71	15	26	191	198
101	48	85	191	60	11	175	38	21	153	192	458	187	62	5	22	197	210
108	54	103	212	65	11	208	32	24	162	228	648	240	71	9	0	189	197
91	40	83	166	60	8	160	41	20	133	189	383	155	72	5	7	186	191
105	53	108	206	63	12	222	31	25	168	226	712	201	71	15	35	189	203
94	43	69	161	59	7	152	43	19	143	175	349	187	67	12	11	193	198
104	55	105	216	68	11	205	32	23	169	221	623	216	71	9	18	189	196
109	54	103	220	66	11	214	31	24	167	229	677	212	70	1	23	188	201
109	53	103	210	63	11	219	30	25	172	229	707	212	71	6	3	188	199
99	54	100	199	62	9	200	33	23	166	222	600	241	70	2	7	189	198
92	46	82	170	58	8	165	40	20	149	181	409	164	61	8	11	200	208
84	38	66	138	62	6	126	54	18	132	144	232	139	70	4	7	185	190
108	53	104	181	56	11	220	31	25	167	226	712	214	72	15	18	189	199
104	54	101	197	64	11	213	31	24	172	218	669	222	74	14	4	187	196
98	55	108	168	53	11	224	30	25	178	231	737	217	73	8	30	187	198
84	38	74	138	57	8	139	49	18	127	160	282	127	72	9	20	183	191
89	38	78	153	61	7	146	46	19	127	166	314	142	69	0	9	187	194
104	55	105	223	70	10	223	30	25	177	237	737	218	75	14	11	188	196
80	36	69	127	56	7	128	53	18	124	147	240	133	70	2	21	183	191
89	43	77	147	54	8	144	46	19	146	163	308	174	64	13	5	194	201
89	50	83	195	65	6	178	37	21	156	207	481	210	71	1	6	189	194
90	40	83	178	61	8	178	37	21	132	199	472	157	71	1	14	187	193
93	39	63	146	58	7	128	52	18	134	149	246	158	63	9	7	198	204
100	51	109	231	70	11	220	30	25	163	238	722	206	73	11	19	189	198
90	36	85	184	64	6	160	41	20	125	187	385	139	66	9	31	195	203
88	40	79	183	62	7	176	38	21	138	200	462	150	66	0	29	189	199
97	53	105	225	71	12	221	30	25	167	226	713	202	70	3	20	186	200
85	38	72	130	53	9	134	51	18	132	145	261	123	65	1	24	188	198
103	56	105	183	59	10	210	32	24	173	217	648	218	72	13	22	188	196
80	34	42	110	57	3	114	59	17	119	131	191	121	87	4	7	179	183
85	33	50	104	53	4	115	59	17	118	136	193	127	83	1	30	179	185
88	34	69	152	57	5	138	48	18	122	158	284	120	62	9	29	204	210
92	42	69	153	58	8	140	48	18	138	165	290	151	64	10	21	199	206
97	55	96	170	54	10	216	31	24	173	219	685	218	75	0	4	184	193
108	56	103	234	73	10	221	30	25	174	232	718	214	73	8	3	187	197
96	40	100	178	58	8	181	37	21	134	205	486	160	68	5	34	192	202
106	52	108	207	64	12	221	31	25	168	229	709	200	73	22	38	190	205
84	36	75	136	55	6	140	48	18	125	166	290	138	71	4	36	189	195
104	53	101	190	63	10	213	32	24	166	218	664	202	74	13	21	188	198
86	40	63	135	56	5	133	50	18	135	152	262	166	70	9	2	187	191
103	49	107	179	54	12	208	32	24	159	214	644	183	66	1	12	191	200
102	52	101	213	64	10	203	33	23	157	214	616	186	65	0	19	193	203
81	38	53	123	58	6	134	51	18	128	147	259	148	83	10	6	177	184
96	41	69	153	56	7	141	47	18	141	162	297	169	61	11	8	202	209
108	55	105	230	68	11	218	30	24	171	228	709	210	69	14	4	190	197
91	52	98	196	62	9	193	34	22	161	216	562	244	69	3	1	190	199
95	46	104	208	66	9	191	35	22	148	210	543	169	68	0	28	190	200
86	44	77	155	60	7	152	44	19	141	174	345	161	72	9	0	187	192
85	38	75	132	54	7	147	46	19	131	171	318	145	75	7	25	183	188
105	53	105	184	57	11	211	31	24	168	224	661	218	71	0	15	186	197
89	38	77	161	62	7	149	45	19	129	174	327	153	71	6	21	188	193
98	55	104	213	67	9	206	32	23	167	223	629	220	72	5	19	187	196
85	40	66	136	58	6	142	48	19	137	164	295	164	77	2	22	182	186
97	37	78	181	62	8	161	41	20	131	182	389	117	62	2	28	203	211
97	41	92	197	63	10	179	37	21	140	197	481	136	63	4	3	197	204
100	47	88	190	60	10	171	38	21	155	186	440	169	59	15	18	201	210
